0,0,3.0255,-13.927,0,0,0,-10.421,-0.29359,0,0,0,0.83411,0,-0.83411,0.83411,-0.83411,0,-0.83411,-0.83411,-0.83411,-0.83411,-0.83411,-0.83411,-0.83411,-0.83411,-0.83411,-0.83411,0,0.83411,0.83411,0.83411,0.83411,0.83411,0.83411,0.83411,0.83411,0.83411,0.83411,-0.83411,-0.83411,-0.83411,-0.83411,-0.83411,-0.83411,-0.83411,-0.83411,-0.83411,-0.83411,0,0.83411,0.83411,0.83411,0.83411,0.83411,0.83411,0.83411,0.83411,0.83411,0.83411,-0.83411,-0.83411,-0.83411,-0.83411,-0.83411,-0.83411,-0.83411,-0.83411,-0.83411,-0.83411,0,0.83411,0.83411,0.83411,0.83411,0.83411,0.83411,0.83411,0.83411,0.83411,0.83411,0,0,0
0,0,4.6741,11.22,0,0,0,-8.8793,-8.3662,0,0,0,0.78566,0,-0.78566,0.78566,-0.78566,0,-0.78566,-0.78566,-0.78566,-0.78566,-0.78566,-0.78566,-0.78566,-0.78566,-0.78566,-0.78566,0,0.78566,0.78566,0.78566,0.78566,0.78566,0.78566,0.78566,0.78566,0.78566,0.78566,-0.78566,-0.78566,-0.78566,-0.78566,-0.78566,-0.78566,-0.78566,-0.78566,-0.78566,-0.78566,0,0.78566,0.78566,0.78566,0.78566,0.78566,0.78566,0.78566,0.78566,0.78566,0.78566,-0.78566,-0.78566,-0.78566,-0.78566,-0.78566,-0.78566,-0.78566,-0.78566,-0.78566,-0.78566,0,0.78566,0.78566,0.78566,0.78566,0.78566,0.78566,0.78566,0.78566,0.78566,0.78566,0,0,0
0,0,10.175,13.096,0,0,0,-8.9943,-84.414,0,0,0,-0.49395,0,0.49395,-0.49395,0.49395,0,0.49395,0.49395,0.49395,0.49395,0.49395,0.49395,0.49395,0.49395,0.49395,0.49395,0,-0.49395,-0.49395,-0.49395,-0.49395,-0.49395,-0.49395,-0.49395,-0.49395,-0.49395,-0.49395,0.49395,0.49395,0.49395,0.49395,0.49395,0.49395,0.49395,0.49395,0.49395,0.49395,0,-0.49395,-0.49395,-0.49395,-0.49395,-0.49395,-0.49395,-0.49395,-0.49395,-0.49395,-0.49395,0.49395,0.49395,0.49395,0.49395,0.49395,0.49395,0.49395,0.49395,0.49395,0.49395,0,-0.49395,-0.49395,-0.49395,-0.49395,-0.49395,-0.49395,-0.49395,-0.49395,-0.49395,-0.49395,0,0,0
0,0,-8.6004,0.55559,0,0,0,-13.781,4.2809,0,0,0,0.50208,0,-0.50208,0.50208,-0.50208,0,-0.50208,-0.50208,-0.50208,-0.50208,-0.50208,-0.50208,-0.50208,-0.50208,-0.50208,-0.50208,0,0.50208,0.50208,0.50208,0.50208,0.50208,0.50208,0.50208,0.50208,0.50208,0.50208,-0.50208,-0.50208,-0.50208,-0.50208,-0.50208,-0.50208,-0.50208,-0.50208,-0.50208,-0.50208,0,0.50208,0.50208,0.50208,0.50208,0.50208,0.50208,0.50208,0.50208,0.50208,0.50208,-0.50208,-0.50208,-0.50208,-0.50208,-0.50208,-0.50208,-0.50208,-0.50208,-0.50208,-0.50208,0,0.50208,0.50208,0.50208,0.50208,0.50208,0.50208,0.50208,0.50208,0.50208,0.50208,0,0,0
0,0,-14.254,-1.9179,0,0,0,-11.291,-0.90174,0,0,0,-0.0057457,0,0.0057457,-0.0057457,0.0057457,0,0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0,-0.0057457,-0.0057457,-0.0057457,-0.0057457,-0.0057457,-0.0057457,-0.0057457,-0.0057457,-0.0057457,-0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0,-0.0057457,-0.0057457,-0.0057457,-0.0057457,-0.0057457,-0.0057457,-0.0057457,-0.0057457,-0.0057457,-0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0.0057457,0,-0.0057457,-0.0057457,-0.0057457,-0.0057457,-0.0057457,-0.0057457,-0.0057457,-0.0057457,-0.0057457,-0.0057457,0,0,0
0,0,8.5949,11.131,0,0,0,-0.22204,11.858,0,0,0,-0.62509,0,0.62509,-0.62509,0.62509,0,0.62509,0.62509,0.62509,0.62509,0.62509,0.62509,0.62509,0.62509,0.62509,0.62509,0,-0.62509,-0.62509,-0.62509,-0.62509,-0.62509,-0.62509,-0.62509,-0.62509,-0.62509,-0.62509,0.62509,0.62509,0.62509,0.62509,0.62509,0.62509,0.62509,0.62509,0.62509,0.62509,0,-0.62509,-0.62509,-0.62509,-0.62509,-0.62509,-0.62509,-0.62509,-0.62509,-0.62509,-0.62509,0.62509,0.62509,0.62509,0.62509,0.62509,0.62509,0.62509,0.62509,0.62509,0.62509,0,-0.62509,-0.62509,-0.62509,-0.62509,-0.62509,-0.62509,-0.62509,-0.62509,-0.62509,-0.62509,0,0,0
0,0,12.209,-8.9744,0,0,0,10.809,3.1018,0,0,0,0.805,0,-0.805,0.805,-0.805,0,-0.805,-0.805,-0.805,-0.805,-0.805,-0.805,-0.805,-0.805,-0.805,-0.805,0,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,-0.805,-0.805,-0.805,-0.805,-0.805,-0.805,-0.805,-0.805,-0.805,-0.805,0,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,-0.805,-0.805,-0.805,-0.805,-0.805,-0.805,-0.805,-0.805,-0.805,-0.805,0,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0,0,0
0,0,-3.2554,-3.1743,0,0,0,-12.399,-11.093,0,0,0,0.54425,0,-0.54425,0.54425,-0.54425,0,-0.54425,-0.54425,-0.54425,-0.54425,-0.54425,-0.54425,-0.54425,-0.54425,-0.54425,-0.54425,0,0.54425,0.54425,0.54425,0.54425,0.54425,0.54425,0.54425,0.54425,0.54425,0.54425,-0.54425,-0.54425,-0.54425,-0.54425,-0.54425,-0.54425,-0.54425,-0.54425,-0.54425,-0.54425,0,0.54425,0.54425,0.54425,0.54425,0.54425,0.54425,0.54425,0.54425,0.54425,0.54425,-0.54425,-0.54425,-0.54425,-0.54425,-0.54425,-0.54425,-0.54425,-0.54425,-0.54425,-0.54425,0,0.54425,0.54425,0.54425,0.54425,0.54425,0.54425,0.54425,0.54425,0.54425,0.54425,0,0,0
0,0,4.0823,-15.551,0,0,0,8.4903,8.8563,0,0,0,0.79038,0,-0.79038,0.79038,-0.79038,0,-0.79038,-0.79038,-0.79038,-0.79038,-0.79038,-0.79038,-0.79038,-0.79038,-0.79038,-0.79038,0,0.79038,0.79038,0.79038,0.79038,0.79038,0.79038,0.79038,0.79038,0.79038,0.79038,-0.79038,-0.79038,-0.79038,-0.79038,-0.79038,-0.79038,-0.79038,-0.79038,-0.79038,-0.79038,0,0.79038,0.79038,0.79038,0.79038,0.79038,0.79038,0.79038,0.79038,0.79038,0.79038,-0.79038,-0.79038,-0.79038,-0.79038,-0.79038,-0.79038,-0.79038,-0.79038,-0.79038,-0.79038,0,0.79038,0.79038,0.79038,0.79038,0.79038,0.79038,0.79038,0.79038,0.79038,0.79038,0,0,0
0,0,-3.0185,13.311,0,0,0,4.0414,-10.008,0,0,0,-0.051363,0,0.051363,-0.051363,0.051363,0,0.051363,0.051363,0.051363,0.051363,0.051363,0.051363,0.051363,0.051363,0.051363,0.051363,0,-0.051363,-0.051363,-0.051363,-0.051363,-0.051363,-0.051363,-0.051363,-0.051363,-0.051363,-0.051363,0.051363,0.051363,0.051363,0.051363,0.051363,0.051363,0.051363,0.051363,0.051363,0.051363,0,-0.051363,-0.051363,-0.051363,-0.051363,-0.051363,-0.051363,-0.051363,-0.051363,-0.051363,-0.051363,0.051363,0.051363,0.051363,0.051363,0.051363,0.051363,0.051363,0.051363,0.051363,0.051363,0,-0.051363,-0.051363,-0.051363,-0.051363,-0.051363,-0.051363,-0.051363,-0.051363,-0.051363,-0.051363,0,0,0
