0.12492,-0.34021,-0.023886,-0.02728,-0.094043,0.17384,0.090612,-0.076366,-0.1012,0.0037645,-0.056691,0.19425,-0.062289,0.063508,0.18332,0.086535,0.038582,0.066658,-0.12016,0.076723,-0.14004,0.33992,0.03009,-0.013099,-0.057426,-0.242,0.058614,-0.23388,0.070771,-0.12363,-0.099496,0.40643,0.016291,0.068958,-0.15868,0.082729,0.18026,0.1051,0.14544,0.032733,-0.018592,-0.10799,0.17644,0.10322,0.28597,0.11761,0.14046,0.063239,-0.2009,-0.098699,0.070213,0.01995,-0.16706,-0.66645,-0.17602,-0.23149,-0.22267,-0.024075,0.08713,-0.28154,-0.39903,0.35008,-0.24147,0.034243,-0.10778,0.011976,0.090179,0.034119,-0.054063,0.056076,-0.37475,0.082963,0.28537,-0.13741,-0.14059,-0.63282,-0.040929,0.35449,-0.018495,-0.077588,0.018138,0.037531,-0.092975,-0.013695,-0.11905,0.22005,-0.21745,-0.148,-0.0091927,-0.067185,0.40444,-0.26969,-0.24997,0.46413,0.15458,0.0069941,-0.0062623,-0.23542,-0.34843,-0.14799
-0.092202,0.062437,-0.20558,0.085011,-0.27979,-0.039347,-0.12291,-0.014687,-0.086572,0.17364,0.17115,-0.1026,-0.16128,0.26483,-0.18802,0.32577,0.42307,-0.058545,-0.10903,0.24136,0.39845,0.31528,0.01869,-0.37397,0.23106,-0.19927,0.047168,-0.1459,-0.036182,0.037754,0.062976,0.053223,0.18476,0.20363,-0.15824,-0.1754,0.11286,0.17656,-0.016395,-0.084994,0.23239,-0.085706,0.30765,0.032714,0.064309,0.13103,-0.1501,-0.048778,0.11491,0.18314,-0.21933,-0.21392,0.27712,0.073144,0.027827,0.23669,-0.0011591,-0.1076,-0.19987,0.1564,-0.21627,0.36874,0.28845,0.14259,0.13802,-0.094255,0.023908,0.11645,-0.25931,-0.095505,-0.2859,0.39625,-0.0059124,0.12018,-0.20283,0.17304,0.12547,0.26713,-0.029876,0.13693,0.22196,-0.14425,-0.28063,0.20884,-0.54455,0.093478,0.054892,0.64437,-0.23031,-0.14292,-0.29861,0.059451,0.076446,-0.27373,-0.15806,0.06461,-0.062339,0.23781,0.071816,0.046179
0.02781,0.16333,0.11822,-0.07911,-0.20514,-0.10637,-0.1102,-0.1767,-0.15691,0.27337,0.14797,-0.091197,-0.056195,-0.17307,-0.1122,0.22123,0.22216,0.091704,0.17371,-0.04878,-0.34178,0.064508,0.057642,-0.14882,0.39714,-0.20606,-0.13962,-0.1622,-0.022233,-0.0016597,-0.078516,-0.35573,-0.2668,0.0067382,0.34524,-0.11838,-0.029368,0.094775,-0.059037,-0.094628,0.10707,0.16786,-0.063905,0.34568,-0.255,-0.25092,-0.2359,-0.18069,0.13088,0.34797,0.017185,0.18629,-0.15469,-0.10882,-0.10656,-0.10548,0.095783,0.04192,-0.35535,-0.20398,0.062145,0.33325,0.20213,-0.012511,-0.019616,0.24053,-0.18044,-0.17745,-0.064914,-0.21854,0.34433,0.53392,-0.24924,-0.23066,0.044043,0.51809,0.013755,-0.083799,-0.1265,0.010928,-0.0873,-0.31572,0.17415,-0.10387,-0.2349,-0.090749,-0.52622,0.43464,-0.1468,-0.10416,-0.42832,0.30587,0.067051,-0.16498,0.092223,0.032259,-0.032118,0.24374,-0.097379,0.052947
0.13059,0.075415,-0.068507,-0.032703,-0.059506,0.63019,0.041485,-0.15277,0.053588,-0.15318,-0.28346,-0.021833,-0.053803,-0.021338,-0.0050475,0.13796,-0.80547,-0.0086761,-0.28423,0.099822,-0.14584,-0.031649,0.20775,-0.058659,-0.26843,0.14422,-0.037041,0.15812,-0.10494,0.29026,0.079884,0.21899,0.15735,-0.10162,-0.21664,-0.11078,-0.21872,-0.49946,0.031832,0.098783,0.11109,-0.028658,0.11608,-0.10336,0.004853,-0.062441,0.14913,-0.16343,-0.14312,0.16337,-0.066342,-0.075805,-0.017846,-0.19741,-0.24484,-0.25123,-0.26708,-0.12416,0.48906,0.24214,-0.11561,0.31804,-0.030224,0.13222,0.16083,-0.16219,-0.042859,0.19112,0.056045,-0.52108,-0.14032,0.073027,-0.035717,0.11534,0.10658,-0.37511,0.29835,-0.1635,-0.1019,0.20562,-0.090316,-0.17371,-0.16327,-0.10088,-0.13214,0.20178,-0.23905,-0.31848,0.10201,0.16226,0.50089,-0.4589,0.23753,-0.014659,0.3409,0.08532,-0.17845,-0.14461,-0.010172,-0.17979
0.13069,-0.16314,0.35441,-0.56707,0.57959,0.020572,-0.22087,-0.027713,-0.2657,-0.72085,-0.010629,0.43722,0.049745,-0.18031,0.59067,0.15407,-0.07706,-0.57272,-0.24928,-0.058694,-0.39725,-0.080423,0.23045,0.57944,-0.50624,-0.24131,0.2911,0.23131,0.069283,-0.41246,-0.53131,0.26099,0.18041,-0.14178,-0.31624,0.40832,-0.51781,-0.12683,-0.66957,0.11462,0.024154,0.18358,-0.47071,0.4956,-0.15795,-0.14355,0.039918,0.3966,-0.24817,-0.12353,0.31339,-0.21363,0.48347,0.18039,-0.11158,-0.38633,-0.15277,0.14537,0.17335,-0.11644,-0.22935,-0.007168,-0.21275,-0.30893,0.22973,-0.18983,0.080336,-0.16442,0.078827,0.10588,0.096772,-0.23411,0.33854,0.18767,-0.27199,-0.058211,-0.081083,0.35359,-0.25037,-0.047859,-0.34343,-0.042886,0.19291,-0.60659,0.059947,0.41682,-0.088488,0.09203,0.061821,0.16606,0.15188,-0.10352,-0.52491,0.015803,0.14529,-0.040061,0.20293,-0.25009,-0.0081967,-0.48924
0.15818,0.10565,0.016422,0.16095,0.1458,0.14992,-0.13952,-0.075095,-0.076119,0.092061,0.4794,-2.7265e-05,0.090483,0.091661,0.14459,0.24698,0.38531,0.17726,-0.0056368,-0.22862,-0.55033,-0.067053,0.093373,-0.023645,0.1225,-0.20904,-0.18811,0.050049,-0.14654,0.14139,0.16521,-0.60113,-0.10609,-0.067968,-0.082888,-0.21994,0.15214,0.25964,-0.11852,0.049324,0.29652,0.039092,-0.13047,0.046006,0.1311,-0.40986,0.29296,-0.040761,0.22296,-0.10026,-0.34573,-0.25637,-0.31554,0.12934,0.12782,0.040499,0.089067,-0.21754,-0.045597,0.21115,0.26258,-0.25753,0.13199,0.18765,-0.032175,-0.24216,-0.3064,0.24069,0.31026,-0.18765,0.0086573,0.27557,0.042429,1.2185,0.24478,0.29002,0.060063,-0.33715,0.12531,0.10967,-0.063222,0.071656,-0.065983,-0.087009,-0.55971,0.0082549,-0.32829,0.79849,0.15545,0.19949,-0.41126,0.847,0.32186,-0.010902,0.0027508,0.25342,-0.0089777,0.26284,0.042136,0.24075
-0.15469,-0.0821,0.25633,0.29242,0.10211,0.24352,0.074931,-0.17462,-0.12579,0.16875,-0.25331,0.307,0.13943,-0.17459,-0.015968,0.3026,0.14999,0.024102,0.354,0.18956,-0.038578,-0.27548,0.044351,-0.26144,0.088541,0.0060842,-0.13146,0.039722,-0.015948,0.15108,0.1574,-0.044346,0.14648,0.0015758,0.17685,-0.36905,0.12536,0.20572,0.34456,-0.055994,-0.17993,-0.24123,0.13695,-0.0093247,0.13005,0.20168,-0.1784,-0.27193,0.16225,0.015336,-0.21319,0.16008,-0.18405,-0.049175,0.1062,-0.013221,-0.030289,-0.12672,-0.090197,0.043193,0.33172,-0.088809,0.3362,0.34333,-0.14238,-0.12001,-0.23735,0.20327,-0.11137,-0.095124,0.1354,0.33432,-0.3547,0.098109,-0.0070469,0.092967,-0.11054,-0.10848,-0.042614,-0.24063,-0.30042,-0.023653,0.1371,0.20938,-0.49982,0.072093,-0.43785,0.16387,-0.05537,0.1834,0.11527,-0.026372,0.31063,-0.061797,-0.17161,0.25138,-0.0059071,-0.023742,-0.26685,0.34706
-0.15536,-0.27536,-0.2742,0.13083,0.020794,0.10209,0.039463,-0.059887,0.17192,0.090547,0.060583,-0.015348,-0.051808,-0.29256,0.10487,-0.10978,0.19746,0.039646,0.30097,0.22523,0.054584,0.44608,-0.32795,0.24363,-0.049416,0.30392,0.34717,0.21302,0.11498,0.10898,0.15757,-0.65511,-0.26238,-0.080571,0.057191,-0.02178,-0.046217,0.233,0.082995,0.090851,0.031996,0.13342,0.22508,-0.058662,-0.084147,-0.12296,-0.34149,-0.072918,0.35118,0.05801,-0.16181,-0.16696,-0.18403,-0.22568,0.0023779,-0.0049062,0.20019,-0.021834,0.036045,-0.16303,0.43244,-0.013614,0.27957,0.333,-0.19191,-0.058354,-0.017883,0.027411,-0.17554,-0.3284,-0.30422,0.57473,0.12995,0.12642,0.30631,0.43288,-0.27544,0.011379,-0.2855,-0.018445,0.17099,0.050449,0.052357,0.30039,-0.39803,-0.056041,0.025346,0.39368,0.11946,0.23664,-0.25597,0.71717,0.31612,-0.1695,0.083212,0.24902,0.11145,0.417,0.062012,0.29461
0.043896,-0.058685,0.24622,-0.3464,0.23289,-0.10758,0.09166,0.13561,-0.013348,-0.22945,-0.54716,-0.0061349,-0.054832,-0.061155,0.05012,0.089629,-0.59837,-0.33931,-0.062082,-0.17411,0.27828,-0.12474,0.041775,0.091833,0.044951,0.25009,0.45205,0.19517,-0.18975,0.10491,0.16812,-0.040866,-0.10397,-0.26467,-0.41685,-0.0055795,-0.16157,0.16891,0.0021948,-0.028875,0.12599,0.38795,-0.15005,-0.12184,-0.46937,0.13117,-0.13518,-0.035126,-0.25897,0.22241,0.095291,0.36804,-0.31844,0.14219,-0.1244,-0.31298,0.26392,-0.16907,-0.020076,0.187,0.27805,0.28721,-0.16017,-0.6369,-0.061748,0.16625,0.14147,-0.07479,-0.11769,0.027526,-0.1052,-0.47017,-0.23185,-0.52752,-0.088088,-0.45315,-0.29206,-0.28783,0.010583,-0.19573,0.082195,0.43157,0.17901,-0.10988,0.047084,0.12608,0.18747,-0.54395,0.086666,0.16073,0.57323,0.098871,-0.12014,-0.0070125,0.000341,-0.13252,0.27802,-0.27766,-0.11706,-0.10573
-0.11813,0.0081578,0.046575,0.30236,-0.27901,-0.38629,-0.037974,0.016115,-0.2222,0.31849,0.1216,-0.37226,0.32378,-0.18586,-0.87829,0.0095162,0.093578,0.14249,0.23555,0.031123,-0.40215,0.12935,0.14977,0.31361,-0.037742,0.36122,0.27404,0.1762,0.108,-0.16522,1.3814,-0.17148,-0.21071,-0.24468,0.1087,-0.54391,-0.12973,0.13536,0.57331,0.21068,0.18893,-0.081011,0.73569,-0.36079,0.4025,0.87824,0.38971,0.19027,0.1002,0.30907,-0.23657,0.024921,-0.5613,0.089173,0.18724,0.43795,0.19661,-0.047298,-0.27358,0.63178,0.47147,0.45388,-0.13177,0.26377,0.68707,0.020767,0.48347,0.11473,-0.25591,-0.26992,0.08213,0.070834,-0.28988,-0.35849,-0.1483,0.29706,-0.13569,-0.17944,0.38772,0.1245,-0.73273,-0.92909,0.40996,0.10683,0.14937,-0.3656,-0.090602,0.016463,-0.68967,0.1592,0.064857,0.15494,0.55445,0.17989,0.07607,-0.27448,-0.25663,0.31839,0.087453,0.12224
