-1.0209,-0.22125,0.33496,-0.042232,0.018943,0.31044,0.023048,-0.09164,-0.056624,-0.18989,0.14336,0.35112,-1.2289,-0.89657,-0.34235,0.032566,0.12454,-0.39539,0.19367,-0.22099,-0.082417,-0.087287,0.019814,0.014414,-0.32564,-0.20624,-0.2852,-0.2752,-0.035645,0.23158,-0.24125,0.14853,0.012738,-0.29905,0.19297,0.14756,0.20214,-0.076842,0.12853,0.0048222,0.38327,0.072087,0.23386,-0.39073,0.26965,-0.03817,0.068781,-0.10828,-0.088726,-0.18832,0.16691,0.28181,-0.030689,-0.25291,-0.02648,-0.10528,-0.16482,0.47226,0.096124,0.22407,0.13755,-0.15214,0.37351,-0.044689,0.28881,0.011703,0.085555,0.49157,-0.16562,0.099775,-0.020829,0.04788,-1.0988,-0.27554,-0.37539,-0.10823,-0.088271,-0.23676,-0.21262,0.4024,-0.097745,0.062845,0.34634,0.11972,-0.18992,0.41396,-0.53785,0.24265,0.22913,0.085678,-0.059359,-0.93815,0.40831,-0.35654,0.17625,-0.93342,1.0789,1.035,0.22979,-0.002382,-0.0077018,-0.3742,-0.24112,-0.93471,-0.045231,-0.1129,0.16151,0.24092,-0.09453,-0.094241,0.88232,0.96419,0.028832,0.12108,-0.071952,0.36078,-0.38144,0.20967,-0.91334,0.061226,-0.20882,-1.0514,-0.26315,-1.206,1.2691
0.013033,-0.14434,-0.014688,-0.0046539,0.32494,0.1229,-0.0014975,0.2129,0.22777,-0.38922,-0.072903,0.22691,0.18011,0.10808,0.39016,0.20197,0.18383,-0.004843,0.014899,0.065357,0.35921,-0.061419,0.3928,0.21794,0.02736,0.17753,0.080268,0.19556,-0.11905,-0.33798,-0.58674,-0.13868,0.20031,-0.14761,-0.18236,-0.045686,-0.21428,-0.23351,-0.28287,-0.47022,-0.14302,-0.28509,0.12599,-0.07542,0.18412,-0.16242,0.098773,0.16786,0.17318,0.15624,0.2009,-0.29699,-0.14471,0.41236,-0.29516,-0.50731,0.46578,-0.11744,0.19216,-0.40646,-0.44037,0.073207,-0.24957,-0.2576,-0.16008,-0.097172,0.10723,-0.22113,0.040329,-0.20903,0.8214,0.14824,0.36654,-0.03647,0.44964,0.2377,0.059237,-0.030749,0.4379,-0.27436,-0.12889,-0.075818,-0.18592,0.049975,0.15644,-0.0041326,0.99728,-0.097339,-0.15348,0.25881,-0.1663,-0.045016,-0.13779,0.10144,0.51675,-0.1497,-0.24338,-0.12395,0.12537,-0.12282,-0.29129,0.24886,0.17788,-0.0067959,0.43259,-0.1121,-0.026646,0.00094227,0.038927,-0.21871,-0.45547,-0.38361,0.10769,0.12025,0.015812,-0.15099,0.11643,0.010591,0.09278,-0.59523,0.19872,0.11541,0.0023191,0.032139,-0.090908
-0.043925,-0.20253,0.2184,-0.10145,-0.026178,0.33215,0.036333,-0.26035,0.10019,-0.089605,-0.14659,0.23981,-0.089433,-0.51889,-0.14295,-0.073216,0.15307,-0.50442,-0.029958,-0.24058,0.17231,0.1875,0.042131,-0.093045,0.0066546,0.051338,0.11896,-0.098146,0.00071678,0.25881,-0.019205,-0.26956,0.21852,0.63388,-0.75967,-0.27385,0.47829,-0.15578,-0.29424,0.2126,-0.072029,0.3582,0.31224,-0.082534,0.10626,-0.19052,0.055439,-0.37973,0.17522,0.14666,-0.4593,0.289,-0.076406,-0.13006,0.030765,-0.11949,0.043352,0.64277,-0.020511,0.17367,-0.0072169,0.047706,-0.10431,0.23888,-0.2936,-0.10107,-0.39548,-0.15321,-0.47201,0.11327,0.06489,-0.25888,-0.091158,0.44038,-0.34135,0.36921,0.27389,-0.12482,0.079967,0.066286,-0.29308,-0.023329,0.22098,-0.025401,-0.083731,0.052829,0.17348,-0.011101,-0.28338,-0.25071,0.86343,-0.22907,0.060138,-0.21172,-0.074357,-0.020309,0.14891,0.10769,0.11857,-0.03478,0.136,0.11716,-0.13264,-0.0056655,0.066268,-0.0094067,0.51586,0.54507,-0.13508,-0.20826,0.16476,-0.13673,0.15194,-0.10606,-0.15971,0.1059,-0.012452,-0.22853,0.025535,-0.056313,-0.058014,-0.17009,0.07217,0.074106,0.17189
-0.025763,0.17535,0.55744,-0.21359,-0.79267,0.42744,-0.21604,-0.81782,-0.065945,-0.095488,-0.097519,0.70811,-0.20653,-0.0236,-0.14472,0.78661,0.28548,0.025857,0.5293,-0.6012,0.088212,-0.070174,-0.67663,-0.66868,-0.60112,-0.2908,-0.18567,-0.12068,0.07618,0.013473,-0.42343,-0.23998,0.44901,-0.2478,0.2339,0.53771,-0.20073,-0.57932,0.57045,-0.078993,0.44206,0.51984,0.11794,-0.78567,0.19615,-0.34737,0.18894,-0.60124,-0.45594,-0.6069,-0.2179,0.27416,-0.18229,-0.41765,0.37495,0.2993,-0.35503,-0.20223,-0.10994,0.52526,0.76257,-0.27051,0.51685,-0.41729,0.1982,-0.15866,0.25457,0.8346,-0.12755,0.29352,-0.47648,-0.19319,-0.6284,-0.087997,-0.54004,0.010861,-0.047863,-0.64588,0.056778,0.28147,-0.39288,0.51756,0.40808,0.63094,0.19789,-0.045452,-0.55717,0.59125,-0.27545,-0.47313,0.009054,-0.3011,0.046001,-0.82696,-0.14349,0.033619,0.25083,0.62949,0.56716,-0.84026,-0.031052,-0.0041431,-0.50155,-0.029658,0.22058,-0.42236,-0.4707,-0.48642,-0.55401,0.10544,0.086518,0.1525,0.83083,0.07782,-0.77731,0.29355,-0.63049,-0.18173,0.28667,0.38978,-0.77795,-0.072499,-0.80548,-0.17842,-0.094671
-0.16714,-0.027132,-0.24873,0.19324,0.38976,-0.51383,-0.051293,0.54488,-0.058621,0.065585,-0.14813,-0.5306,-0.010546,0.26465,-0.14551,-0.28387,0.089276,-0.10817,-0.40027,0.30254,-0.223,0.080703,0.45058,0.13703,0.14465,0.078609,0.40266,1.487,5.8517,-0.2013,0.36339,0.39637,1.2247,6.4018,-0.30781,-0.095016,-0.00098973,0.35167,-0.4893,0.61525,-0.24879,-0.21901,-0.18422,0.1153,0.19579,0.12857,0.13829,0.18361,0.18921,-0.0065569,0.20196,-0.15757,-0.17298,0.26701,-0.17273,0.056803,-0.15203,-0.037635,0.15124,0.14487,-0.086432,0.17865,-0.16605,-0.12265,0.13149,0.069385,0.71396,-0.45118,0.58455,-0.23434,0.26708,0.034084,-0.15656,0.10307,0.47886,-3.9616,-0.58965,0.0026509,0.13054,-0.065413,0.057316,0.00201,-0.059713,-0.34935,-0.42467,-0.0096772,0.1262,-0.37494,-0.55765,-6.9989,5.1466,-0.29373,-0.00041858,0.47767,-0.057858,-1.8268,-0.2235,-0.036547,-0.052916,0.16999,-0.21963,-0.58985,0.37317,3.0142,0.0031284,0.3214,-0.035153,0.099047,0.54587,-1.3124,-0.020533,-0.019299,-0.27647,-0.30064,0.5437,-3.1237,0.26147,-0.076856,0.088245,-0.38025,0.14155,0.094099,0.38857,-0.13677,0.1593
-0.29207,-0.2632,0.15418,0.16123,-0.35653,0.25062,-0.87585,0.13818,-0.18718,0.64028,0.050014,0.12352,-0.28138,-0.017449,-0.39269,0.057867,-0.664,0.43998,-0.12691,0.10325,-0.21488,-0.22773,0.006419,-0.15951,-0.023801,-0.11595,-0.15807,0.11115,-0.29012,0.070422,-0.024482,0.41453,0.024811,0.076942,-0.52837,0.062563,0.13424,-0.13114,0.60789,-0.025445,0.097166,0.15775,-0.20205,-0.23697,0.24909,-0.19092,0.018824,-0.50041,-0.58275,-0.38344,0.21649,0.31008,-0.08922,-0.58402,0.29968,0.28478,0.00013314,-0.24176,0.54586,0.19847,0.43953,-0.22807,-0.083265,0.12628,0.25563,-0.36045,0.56873,-0.059986,0.13679,0.10744,-0.26611,0.3971,0.29315,-1.0358,-0.53428,0.75247,0.71961,0.15465,-0.42427,0.16762,0.22566,0.43405,-0.12585,-0.17443,-0.006575,-0.10415,0.17667,0.43089,-0.20317,-0.41824,0.045749,-0.00062545,-0.18219,0.010163,-0.30074,0.21857,0.27265,-0.20588,-0.060485,-0.067543,0.16002,-0.45596,-0.47871,0.20829,-0.24835,-0.23858,-0.19386,-0.23768,-0.62274,0.38683,0.56494,0.3395,0.080062,0.41267,0.16088,0.99549,-0.13191,0.1304,-0.25795,-0.26509,-0.17895,0.10783,-0.18984,0.14893,0.31329
-0.24413,-0.15296,0.13267,0.12385,-0.042605,0.075025,0.19732,0.042228,-0.57725,0.59239,0.08768,-0.11032,-0.28143,0.23714,-0.26936,0.087057,0.14364,-0.58325,0.011803,0.084584,-3.5257,-0.45027,-0.15807,0.21678,-0.014445,0.14497,0.11503,3.1706,0.03129,-0.043554,-0.20828,-0.021717,0.065342,-0.1214,-0.078002,0.19181,0.55853,-0.019602,0.07025,0.015414,-0.10171,0.24203,0.28899,-0.12605,0.36622,-0.42898,0.073348,-0.15048,-0.056244,-0.0016016,0.16191,0.30974,0.38142,-0.14141,0.16961,0.039081,-0.12758,-0.37447,0.45576,-0.11583,-0.044969,-0.2151,0.21572,-0.0016113,-0.049106,0.16254,0.16933,0.18528,-0.62758,-0.34676,-0.077258,0.097374,0.073315,0.076125,-0.19187,-0.46083,0.073203,-0.087931,-0.22338,0.25586,0.04908,0.34584,-0.0029853,0.21716,0.27063,0.40321,0.098321,-0.080131,-0.89557,0.60891,0.19838,-0.33284,-0.027037,-0.083746,0.065321,-0.61055,0.34114,0.39144,0.25739,-0.074657,0.29354,0.055988,0.020306,0.0065303,-0.20228,0.21614,-0.021028,0.94347,0.038634,0.97418,0.56823,0.25088,0.0095666,0.34106,-0.064764,1.644,0.063647,-0.33385,-0.24503,-0.40224,-0.055727,-0.27215,-0.26359,-0.44547,0.34583
0.021837,0.17871,-0.060432,0.3218,-0.12424,-0.19635,-0.036008,0.1511,-0.26022,-0.65195,0.43988,0.018649,-0.076909,0.13073,-0.23674,-0.059075,-0.048979,-0.024903,-0.14777,0.20245,0.16225,-0.11733,0.13423,0.12433,0.073448,-0.18762,0.16131,0.023835,0.013108,0.02529,0.065976,-0.094212,-0.095166,-0.1755,-0.15951,0.040165,-0.13567,0.0073964,0.086043,0.04163,-0.14795,-0.065172,0.013337,-0.29815,-0.024861,-0.20636,0.32935,0.086426,0.02429,0.25524,0.23974,-0.076552,0.013671,0.18427,0.051163,0.17466,0.24182,-0.04799,0.24888,0.081885,-0.044751,0.12112,0.09528,0.02629,0.11795,-0.0017808,0.48073,0.20468,0.31421,-0.22548,0.21534,0.22109,-0.032732,-0.25664,-0.41392,0.20403,-0.38475,0.010034,-0.16825,-0.0083525,0.26122,0.032399,-0.30653,-0.021689,0.48296,0.21659,0.1717,0.14099,-0.11654,0.30387,-0.11523,0.062556,0.16386,-0.12429,-0.13984,-0.3388,0.2065,0.38261,0.13516,-0.16369,0.32377,-0.18834,-0.1791,-0.2824,-0.30381,0.12237,-0.2685,0.044488,0.21204,0.32844,0.037762,0.36509,0.11908,0.07718,0.075564,0.3383,-0.12488,-1.499,-0.26269,-0.14987,0.030714,-0.16264,-0.01654,-0.25777,0.13309
-0.083782,-0.10743,0.08315,0.0060842,-0.26566,0.10704,0.019218,-0.12949,-0.82114,-0.026612,-0.10355,0.23332,-0.042797,-0.27051,-0.18466,0.25717,-0.028555,-0.093152,0.18763,-0.14017,0.088681,-0.19066,-0.11981,-0.20822,-0.19023,-0.26592,-0.28297,0.054636,-0.057562,-0.040121,0.08137,-0.068777,0.19211,-0.15402,0.28915,-0.13101,0.35439,-0.35452,0.33303,0.016685,0.092245,0.099589,0.72283,-0.34335,0.78871,-0.50489,0.22094,-0.11614,0.073797,-0.36316,0.24076,0.0073523,-0.19898,-0.17817,-0.016728,0.047586,-0.22018,-0.22249,-0.018166,0.58301,0.072603,-0.41602,0.43785,0.18363,-0.018512,-0.057417,0.15922,0.55836,0.053287,0.12428,-0.4531,-0.025166,-0.67057,-0.31895,-0.62748,-0.06848,-0.22271,0.078045,-0.81575,0.53952,-0.21942,0.63653,-0.049702,0.36362,-0.24778,0.77371,0.027591,0.25157,0.26262,-0.24728,-0.071923,-0.66518,0.1711,0.079205,0.072122,-0.75662,0.7017,0.30606,0.34635,-0.17179,0.78288,-0.83781,-0.32169,-0.22268,-0.76906,-0.013311,0.23554,-0.30016,-0.14399,0.11877,0.83023,0.20289,0.047672,0.16494,-0.25065,0.13694,0.08016,-0.14415,-0.45416,0.019237,0.055545,-0.097944,-0.18043,-0.063963,0.16728
0.28795,0.10547,0.57144,-0.27759,-0.36493,0.20279,0.58223,-0.32639,0.0051434,-0.17394,0.10813,0.28037,0.11276,0.073826,-0.065994,0.29721,0.0077446,0.41474,0.26703,-0.41963,-0.34509,0.1003,-0.3841,-0.46138,-0.50752,-0.33863,0.54982,0.77822,0.42781,0.17412,-0.7139,-0.41317,0.58599,-0.43591,0.63142,0.47976,0.14046,-0.39711,0.63507,-0.18659,0.28482,0.24849,0.055576,0.21135,0.054172,-0.3111,-0.11927,-0.23699,0.41728,-0.23764,0.26451,0.15127,-0.065484,-0.17473,0.052819,0.43141,-0.26353,-0.17,-0.082842,0.20609,0.07491,-0.2685,0.46023,-0.11573,0.056512,-0.52502,-0.18702,0.12985,0.62535,0.55831,1.294,0.11537,-0.046044,-0.30458,-0.90485,-0.70377,0.25134,-0.36524,0.037674,0.0093384,-0.096446,-0.035737,0.095562,0.17419,0.5537,0.23343,-0.1004,2.4522,0.64575,-0.46565,0.079018,0.069111,-0.025056,-0.30694,-0.14474,-0.2467,0.02634,0.046419,0.18788,-0.49004,-0.046794,0.17189,1.7446,-0.057058,0.23064,-0.17156,-0.69493,0.17292,-0.21124,3.0374,0.25095,-0.18022,0.53841,0.42288,-0.17899,-0.65068,-0.55036,-0.1836,-0.0053037,0.042052,-0.2957,0.086545,-0.18693,0.30417,-0.12344
